N9721	health	nutrition	50 Foods You Should Never Eat, According to Health Experts	This is so depressing.	https://assets.msn.com/labs/mind/AABDHTv.html	[]	[]
N45540	sports	football_nfl	NFL At 100: Arrival of 1970s ushers in NFL's modern era	A look at the NFL's sixth decade, the 1970s:	https://assets.msn.com/labs/mind/AAJmpi2.html	"[{""Label"": ""National Football League"", ""Type"": ""O"", ""WikidataId"": ""Q1215884"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0, 39], ""SurfaceForms"": [""NFL"", ""NFL""]}]"	"[{""Label"": ""National Football League"", ""Type"": ""O"", ""WikidataId"": ""Q1215884"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [14], ""SurfaceForms"": [""NFL""]}]"
N60985	sports	football_nfl	Ex-NFL player Winslow Jr takes plea deal before rape retrial	"VISTA, Calif. (AP)   Former NFL player Kellen Winslow Jr. pleaded guilty Monday to raping an unconscious teen in 2003 and to sexual battery involving a 54-year-old hitchhiker in a deal that spared him the possibility of life in prison. Winslow initially hesitated and seemed to agonize over his decision. ""I'm sorry. I'm just not thinking very clearly,"" Winslow told the judge at one point. He asked the judge for more time before he finally entered..."	https://assets.msn.com/labs/mind/AAJNGAE.html	[]	"[{""Label"": ""Kellen Winslow II"", ""Type"": ""P"", ""WikidataId"": ""Q3194868"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [39], ""SurfaceForms"": [""Kellen Winslow Jr""]}, {""Label"": ""Vista, California"", ""Type"": ""G"", ""WikidataId"": ""Q924241"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""VISTA""]}, {""Label"": ""National Football League"", ""Type"": ""O"", ""WikidataId"": ""Q1215884"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [28], ""SurfaceForms"": [""NFL""]}, {""Label"": ""California"", ""Type"": ""G"", ""WikidataId"": ""Q99"", ""Confidence"": 0.979, ""OccurrenceOffsets"": [7], ""SurfaceForms"": [""Calif""]}]"
N61561	foodanddrink	recipes	Here's Every Soup Recipe You'll Ever Need	If you're craving a cozy bowl of soup, chili or chowder, you're in the right place. We rounded up all of our favorite recipes. Now, pass the crackers, please!	https://assets.msn.com/labs/mind/AAIZbVx.html	[]	[]
N23196	foodanddrink	newstrends	10 of the best fast-food taco chains across the US	Fast-food chains like Del Taco and Taco John's serve quick and reliable tacos for an affordable price.	https://assets.msn.com/labs/mind/AAJuDZe.html	[]	"[{""Label"": ""Del Taco"", ""Type"": ""O"", ""WikidataId"": ""Q1183818"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [22], ""SurfaceForms"": [""Del Taco""]}, {""Label"": ""Fast food"", ""Type"": ""C"", ""WikidataId"": ""Q81799"", ""Confidence"": 0.981, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Fast-food""]}, {""Label"": ""Taco John's"", ""Type"": ""O"", ""WikidataId"": ""Q7673962"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [35], ""SurfaceForms"": [""Taco John's""]}]"
N15029	news	newsopinion	Congress is a worse place for the death of Rep. Elijah Cummings	Rep. Elijah Cummings is dead. The U.S. Congress is worse off for it.	https://assets.msn.com/labs/mind/AAIVSc7.html	"[{""Label"": ""Elijah Cummings"", ""Type"": ""P"", ""WikidataId"": ""Q934898"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [48], ""SurfaceForms"": [""Elijah Cummings""]}]"	"[{""Label"": ""Elijah Cummings"", ""Type"": ""P"", ""WikidataId"": ""Q934898"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [5], ""SurfaceForms"": [""Elijah Cummings""]}]"
N49731	entertainment	entertainment-celebrity	Miley Cyrus clarifies Instagram remarks about sexuality being a choice, plus more news	Miley Cryus responds to criticism of Instagram comments about sexuality. Plus, more celebrity news for Oct. 21, 2019.	https://assets.msn.com/labs/mind/AAJ7Iyl.html	"[{""Label"": ""Instagram"", ""Type"": ""W"", ""WikidataId"": ""Q209330"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [22], ""SurfaceForms"": [""Instagram""]}, {""Label"": ""Miley Cyrus"", ""Type"": ""P"", ""WikidataId"": ""Q4235"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Miley Cyrus""]}]"	"[{""Label"": ""Instagram"", ""Type"": ""W"", ""WikidataId"": ""Q209330"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [37], ""SurfaceForms"": [""Instagram""]}, {""Label"": ""Miley Cyrus"", ""Type"": ""P"", ""WikidataId"": ""Q4235"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Miley Cryus""]}]"
N56665	entertainment	celebrity	25 celebrities who emerged as superstars in the 2010s	The 2010s, like every decade before it, has its superstars. Here are 25 of the biggest.	https://assets.msn.com/labs/mind/AAJBc2m.html	[]	"[{""Label"": ""25 (Adele album)"", ""Type"": ""W"", ""WikidataId"": ""Q21168841"", ""Confidence"": 0.983, ""OccurrenceOffsets"": [69], ""SurfaceForms"": [""25""]}]"
N64591	movies	movies-celebrity	Dennis Quaid Is Engaged to His Girlfriend Laura Savoie	Dennis Quaid Is Engaged to His Girlfriend Laura Savoie	https://assets.msn.com/labs/mind/AAJ2mCU.html	"[{""Label"": ""Dennis Quaid"", ""Type"": ""P"", ""WikidataId"": ""Q200768"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Dennis Quaid""]}]"	"[{""Label"": ""Dennis Quaid"", ""Type"": ""P"", ""WikidataId"": ""Q200768"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Dennis Quaid""]}]"
N57886	lifestyle	lifestylebuzz	Here's Jennifer Lopez Wearing the Most Extra Bejeweled Wedding Dress	She's filming a movie but still. Look at that dress!!	https://assets.msn.com/labs/mind/AAIZc9X.html	"[{""Label"": ""Jennifer Lopez"", ""Type"": ""P"", ""WikidataId"": ""Q40715"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [7], ""SurfaceForms"": [""Jennifer Lopez""]}]"	[]
N4304	travel	travelnews	Where is 'Kokomo?' People are still searching for The Beach Boys' tropical island getaway	"You know the catchy, relaxing lyrics: ""Off the Florida Keys, there's a place called Kokomo,"" goes the 1988 hit by The Beach Boys. Three decades later, people are still wondering, where is Kokomo?"	https://assets.msn.com/labs/mind/AAIKQqN.html	"[{""Label"": ""Kokomo, Indiana"", ""Type"": ""G"", ""WikidataId"": ""Q913209"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [10], ""SurfaceForms"": [""Kokomo""]}, {""Label"": ""The Beach Boys"", ""Type"": ""P"", ""WikidataId"": ""Q183048"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [50], ""SurfaceForms"": [""The Beach Boys""]}]"	"[{""Label"": ""Kokomo, Indiana"", ""Type"": ""G"", ""WikidataId"": ""Q913209"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [84, 188], ""SurfaceForms"": [""Kokomo"", ""Kokomo""]}, {""Label"": ""The Beach Boys"", ""Type"": ""P"", ""WikidataId"": ""Q183048"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [114], ""SurfaceForms"": [""The Beach Boys""]}, {""Label"": ""Florida Keys"", ""Type"": ""L"", ""WikidataId"": ""Q537749"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [47], ""SurfaceForms"": [""Florida Keys""]}]"
N56575	video	animals	Golden Retriever adorably guilty of playing in the mud	Oh my! Looks like someone had a run in with the Mud Monster. This is Honey Bun, a two year old golden retriever. She loves the mud even though she knows she is not suppose to play in it. Look at that pitiful face trying to adorably hide how guilty she is! She may be a cutie but she is one mischievous little doggy when it rains. Her time with the Mud Monster must come to an end if she wants to come back inside. Looks like she got a good scrubbing and is now lounging in her favorite spot on the sofa. Golden Retrievers are amazing creatures and that is quite obvious as they are one of the most popular and beloved dogs around the world. They will warm your heart and make you forget about all of the stresses of everyday life. These beauties are loyal and incredibly loving with their owners. If slobbery wet kisses and lots of snuggle time sound like fun, get yourself a Golden Retriever! The puppy breath and golden glitter they leave behind are simple reminders there is nothing better than one of these fluffy little nuggets. Life is better with a Golden Retriever!	https://assets.msn.com/labs/mind/AAJBkEN.html	"[{""Label"": ""Golden Retriever"", ""Type"": ""A"", ""WikidataId"": ""Q38686"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Golden Retriever""]}]"	"[{""Label"": ""Golden Retriever"", ""Type"": ""A"", ""WikidataId"": ""Q38686"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [95, 504, 876, 1056], ""SurfaceForms"": [""golden retriever"", ""Golden Retrievers"", ""Golden Retriever"", ""Golden Retriever""]}, {""Label"": ""Life (magazine)"", ""Type"": ""M"", ""WikidataId"": ""Q463198"", ""Confidence"": 0.998, ""OccurrenceOffsets"": [725, 1034], ""SurfaceForms"": [""life"", ""Life""]}, {""Label"": ""Look (American magazine)"", ""Type"": ""M"", ""WikidataId"": ""Q2740768"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [187], ""SurfaceForms"": [""Look""]}, {""Label"": ""Honey bun"", ""Type"": ""C"", ""WikidataId"": ""Q17116108"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [69], ""SurfaceForms"": [""Honey Bun""]}]"
N40508	movies	movies-celebrity	Eva Mendes Gushes Over Photo of Longtime Love Ryan Gosling: 'Look at Him!'	Eva Mendes Gushes Over Picture of Boyfriend Ryan Gosling	https://assets.msn.com/labs/mind/AAIZcWM.html	"[{""Label"": ""Ryan Gosling"", ""Type"": ""P"", ""WikidataId"": ""Q193815"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [46], ""SurfaceForms"": [""Ryan Gosling""]}, {""Label"": ""Prepositional pronoun"", ""Type"": ""C"", ""WikidataId"": ""Q7240663"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [66], ""SurfaceForms"": [""at Him""]}]"	"[{""Label"": ""Ryan Gosling"", ""Type"": ""P"", ""WikidataId"": ""Q193815"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [44], ""SurfaceForms"": [""Ryan Gosling""]}]"
N18164	finance	markets	Scotch whisky distributors face US tariffs after today	Whisky makes up 12.4% of all exports to the US from the UK.	https://assets.msn.com/labs/mind/AAIZcWt.html	[]	"[{""Label"": ""United Kingdom"", ""Type"": ""G"", ""WikidataId"": ""Q145"", ""Confidence"": 0.952, ""OccurrenceOffsets"": [56], ""SurfaceForms"": [""UK""]}]"
N48124	autos	autosnews	Here's How Bad BMW's Big Grille Problem Could Get	Ladies and gentlemen, it pains us to bring you this most tragic of slideshows. Actually, it really doesn't. In fact, we're rather excited to showcase what the future might hold for BMW should this current fascination with fantastically large grilles be allowed to continue unchecked. Perhaps this in-your-face display of kidneys gone wild will at least encourage designers in Munich to think twice before traveling further down this road. Us Motor1.com scribes work very hard to keep a neutral tone, but frankly, we're a bit worried about BMW. This big-grille fad is as ridiculous as the pet rock only without the cool hipster factor. It's as off-putting as listening to glam rock on a scratched-up record. We blame Lexus for this, and while some brands have pulled off the gaping grille with admirable results   we're looking at you, Audi RS6 Avant   oversized kidneys basically turn every BMW into a beaver joke waiting to happen. That's not a good thing. Bigger Isn't Better: BMW Concept 4 Debuts With Massive Double Kidney Grille Reviled BMW Concept 4 Grille Redesigned By Another Fan We aren't alone on this. Peruse the comments of any Motor1.com articles referencing this bonkers nose and you'll find plenty of criticism. Rendering artists the world over have attempted to make the big grille look better, while others   including the anonymous designer who graciously sent us the designs featured above   are ready to show us a world where every BMW is, in a word, ugly. And yes, with BMW's deep involvement in the Toyota Supra, we couldn't resist leading with a makeover that could well come to the Supra's convertible twin, the Z4. Sure, the facelift could've been on an actual Z4, but seeing the double kidney on a Supra has a bit more shock factor. Jump into the slideshow at the top of this article to see just how deep   and how big   this kidney-shaped rabbit hole can grow.	https://assets.msn.com/labs/mind/AAJ7Jjb.html	"[{""Label"": ""BMW"", ""Type"": ""O"", ""WikidataId"": ""Q26678"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [15], ""SurfaceForms"": [""BMW""]}, {""Label"": ""Here's How (TV series)"", ""Type"": ""U"", ""WikidataId"": ""Q16995241"", ""Confidence"": 0.95, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Here's How""]}]"	"[{""Label"": ""Munich"", ""Type"": ""G"", ""WikidataId"": ""Q1726"", ""Confidence"": 0.997, ""OccurrenceOffsets"": [376], ""SurfaceForms"": [""Munich""]}, {""Label"": ""Audi RS 6"", ""Type"": ""V"", ""WikidataId"": ""Q738104"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [835], ""SurfaceForms"": [""Audi RS6 Avant""]}, {""Label"": ""Lexus"", ""Type"": ""O"", ""WikidataId"": ""Q35919"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [716], ""SurfaceForms"": [""Lexus""]}, {""Label"": ""BMW Z"", ""Type"": ""V"", ""WikidataId"": ""Q2332702"", ""Confidence"": 0.909, ""OccurrenceOffsets"": [1637, 1687], ""SurfaceForms"": [""Z4"", ""Z4""]}, {""Label"": ""Toyota Supra"", ""Type"": ""V"", ""WikidataId"": ""Q647404"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [1522, 1607, 1725], ""SurfaceForms"": [""Toyota Supra"", ""Supra"", ""Supra""]}, {""Label"": ""BMW"", ""Type"": ""O"", ""WikidataId"": ""Q26678"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [181, 539, 891, 1453, 1492], ""SurfaceForms"": [""BMW"", ""BMW"", ""BMW"", ""BMW"", ""BMW""]}]"
N54980	news	newspolitics	Roger Stone Lied to Congress After Helping Trump Win, Prosecutor Says	Roger Stone wasn't lying to Congress about his contact with WikiLeaks over stolen emails that helped Donald Trump win the presidency, his lawyer told a jury at the start of the longtime Republican operative's criminal trial.	https://assets.msn.com/labs/mind/AAJXet6.html	"[{""Label"": ""Roger Stone"", ""Type"": ""P"", ""WikidataId"": ""Q7358961"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Roger Stone""]}, {""Label"": ""United States Congress"", ""Type"": ""B"", ""WikidataId"": ""Q11268"", ""Confidence"": 0.988, ""OccurrenceOffsets"": [20], ""SurfaceForms"": [""Congress""]}]"	"[{""Label"": ""Roger Stone"", ""Type"": ""P"", ""WikidataId"": ""Q7358961"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Roger Stone""]}, {""Label"": ""Donald Trump"", ""Type"": ""P"", ""WikidataId"": ""Q22686"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [101], ""SurfaceForms"": [""Donald Trump""]}, {""Label"": ""WikiLeaks"", ""Type"": ""M"", ""WikidataId"": ""Q359"", ""Confidence"": 0.998, ""OccurrenceOffsets"": [60], ""SurfaceForms"": [""WikiLeaks""]}, {""Label"": ""United States Congress"", ""Type"": ""B"", ""WikidataId"": ""Q11268"", ""Confidence"": 0.988, ""OccurrenceOffsets"": [28], ""SurfaceForms"": [""Congress""]}]"
N55687	news	newspolitics	Democrats vow not to delay impeachment probe as witnesses ignore subpoenas	Four White House officials slated for closed door depositions on Monday did not show up on Capitol Hill.	https://assets.msn.com/labs/mind/AAJNIem.html	"[{""Label"": ""Democratic Party (United States)"", ""Type"": ""O"", ""WikidataId"": ""Q29552"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Democrats""]}]"	"[{""Label"": ""White House"", ""Type"": ""F"", ""WikidataId"": ""Q35525"", ""Confidence"": 0.988, ""OccurrenceOffsets"": [5], ""SurfaceForms"": [""White House""]}]"
N62746	foodanddrink	newstrends	Classic candy bars we wish they'd bring back	It's always disappointing finding out your favourite candy has been discontinued. We still have chocolate-shaped holes in our lives left by the Pearson's Candy Seven Up Bar and Cadbury's Time Out. From retro classics to much-loved limited-edition flavours, these are the discontinued bars we want to make a comeback.	https://assets.msn.com/labs/mind/AAIVTpw.html	[]	"[{""Label"": ""Time Out (chocolate bar)"", ""Type"": ""J"", ""WikidataId"": ""Q7805061"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [177], ""SurfaceForms"": [""Cadbury's Time Out""]}, {""Label"": ""Pearson's Candy Company"", ""Type"": ""O"", ""WikidataId"": ""Q7158304"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [144], ""SurfaceForms"": [""Pearson's Candy""]}]"
N14343	news	newsworld	Tens of thousands of Hong Kong protesters plead for U.S. help	Tens of thousands of mostly young pro-democracy activists rallied in Hong Kong on Monday in the first legal protest since the introduction of colonial-era emergency laws and pleaded for help from the United States	https://assets.msn.com/labs/mind/AAIKSmW.html	"[{""Label"": ""Hong Kong"", ""Type"": ""G"", ""WikidataId"": ""Q8646"", ""Confidence"": 0.998, ""OccurrenceOffsets"": [21], ""SurfaceForms"": [""Hong Kong""]}, {""Label"": ""United States"", ""Type"": ""G"", ""WikidataId"": ""Q30"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [52], ""SurfaceForms"": [""U.S.""]}]"	"[{""Label"": ""Hong Kong"", ""Type"": ""G"", ""WikidataId"": ""Q8646"", ""Confidence"": 0.998, ""OccurrenceOffsets"": [69], ""SurfaceForms"": [""Hong Kong""]}, {""Label"": ""United States"", ""Type"": ""G"", ""WikidataId"": ""Q30"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [200], ""SurfaceForms"": [""United States""]}]"
N50395	sports	football_ncaa	High school football star who went viral for unique name commits to LSU		https://assets.msn.com/labs/mind/AAJuEvz.html	"[{""Label"": ""LSU Tigers football"", ""Type"": ""F"", ""WikidataId"": ""Q6460028"", ""Confidence"": 0.98, ""OccurrenceOffsets"": [68], ""SurfaceForms"": [""LSU""]}]"	[]
N49597	news	newspolitics	Whistleblower offers to answer questions in writing; GOP calls it not sufficient	Donald Trump continues to push for the unnamed whistleblower to come forward.	https://assets.msn.com/labs/mind/AAJNJrg.html	"[{""Label"": ""Republican Party (United States)"", ""Type"": ""O"", ""WikidataId"": ""Q29468"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [53], ""SurfaceForms"": [""GOP""]}]"	"[{""Label"": ""Donald Trump"", ""Type"": ""P"", ""WikidataId"": ""Q22686"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Donald Trump""]}]"
N62846	sports	baseball_mlb	Nationals win first World Series title, storming back on Astros in Game 7, 6-2	After losing all three games in Washington over the weekend, the underdog Nationals became the first team in major league history to win the World Series by claiming four games on the road. Once again, they came from behind to do it.	https://assets.msn.com/labs/mind/AAJBkwG.html	"[{""Label"": ""Washington Nationals"", ""Type"": ""O"", ""WikidataId"": ""Q825838"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Nationals""]}, {""Label"": ""World Series"", ""Type"": ""E"", ""WikidataId"": ""Q265538"", ""Confidence"": 0.994, ""OccurrenceOffsets"": [20], ""SurfaceForms"": [""World Series""]}, {""Label"": ""Houston Astros"", ""Type"": ""O"", ""WikidataId"": ""Q848117"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [57], ""SurfaceForms"": [""Astros""]}]"	"[{""Label"": ""Washington Nationals"", ""Type"": ""O"", ""WikidataId"": ""Q825838"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [32, 74], ""SurfaceForms"": [""Washington"", ""Nationals""]}, {""Label"": ""World Series"", ""Type"": ""E"", ""WikidataId"": ""Q265538"", ""Confidence"": 0.994, ""OccurrenceOffsets"": [141], ""SurfaceForms"": [""World Series""]}]"
